,Tweet,Label,tokenization
3215,biasa aja tauu  gantengan juga kamu,Neutral,"['tauu', 'ganteng']"
2813,jujurly selain suka kopi nya yang ginger ale lemon espresso gue suka banget sama logo dan basic color nya si flash coffee,Love,"['jujurly', 'suka', 'kopi', 'ginger', 'ale', 'lemon', 'espresso', 'gue', 'suka', 'banget', 'logo', 'basic', 'color', 'flash', 'coffee']"
80,jangan sampai rakyat benci,Anger,"['rakyat', 'benci']"
4375,saturasi elu diatas    kan  iya   gue mau test maju mundur takut semoga lu cepat sembuh istirahat yang banyak  jangan banyak pikiran,Neutral,"['saturasi', 'elu', 'atas', 'iya', 'gue', 'test', 'maju', 'mundur', 'takut', 'moga', 'cepat', 'sembuh', 'istirahat', 'pikir']"
530,bodoh ya bodoh aja  tapi jangan ngajak   ngajak ,Anger,"['bodoh', 'bodoh', 'ngajak', 'ngajak']"
4171, simpati itu teman dan dendam itu musuh      kogoro mouri,Neutral,"['simpati', 'teman', 'dendam', 'musuh', 'kogoro', 'mouri']"
5977,mana struknya udah dibuang lagi   bego banget gueh,Sad,"['struknya', 'udah', 'buang', 'bego', 'banget', 'gueh']"
5028,kalo ada orang mukanya murung fix fans mu,Neutral,"['orang', 'muka', 'murung', 'fix', 'fans', 'mu']"
6954,gw yang punya aja terkejut mei,Fear,"['gw', 'kejut', 'mei']"
3381,tuli tulis saja nama   rakyat kurang lebih     juta ,Neutral,"['tuli', 'tulis', 'nama', 'rakyat', 'juta']"
3347,gapapa ko nder santai aja,Neutral,"['gapapa', 'ko', 'nder', 'santai']"
6190,meski engkau yg pergi  meski engkau yg meninggalkan  meski engkau hilang   tp engkau ttp bagiku msh ada si sampingku sprt biasanya   maaf saat ini aku cmn bisa mendoakan smoga engkau baik  saja dmnpun brda  selamanya engkau ttp ada dihati walau tak bs kumiliki lg,Sad,"['engkau', 'pergi', 'engkau', 'tinggal', 'engkau', 'hilang', 'tp', 'engkau', 'ttp', 'bagi', 'msh', 'samping', 'sprt', 'maaf', 'cmn', 'doa', 'smoga', 'engkau', 'dmnpun', 'brda', 'engkau', 'ttp', 'hati', 'bs', 'milik']"
244,bodoh banget dah checkout maybelline lupa pilih hadiah ,Anger,"['bodoh', 'banget', 'dah', 'checkout', 'maybelline', 'lupa', 'pilih', 'hadiah']"
2255,alhamdulillah jiminiee  masi pagi udah dapet kabar baik  senengggggggggggg  pagi,Joy,"['alhamdulillah', 'jiminiee', 'mas', 'pagi', 'udah', 'dapet', 'kabar', 'senengggggggggggg', 'pagi']"
2445,wp terbagus minggu ini wkwk  selain tuli san sas tra  atithesis bakal jadi wp favorit  pas baca setiap part tuh rasanya nyaman  suka sama tulisannya semoga bisa nemu yang bagus lagi eheh,Love,"['wp', 'bagus', 'minggu', 'wkwk', 'tuli', 'san', 'sas', 'tra', 'atithesis', 'wp', 'favorit', 'pas', 'baca', 'part', 'nyaman', 'suka', 'tulis', 'moga', 'nemu', 'bagus', 'eheh']"
7036,mbakk   aku kalo jadi kamu bakalan malu banget sihh coba bikin statement permintaan maaf dulu trus abis itu rest hehe tp semoga ga blunder lagi ya soalnya aku liat tweet kamu akhir  ini suka blunder,Fear,"['mbakk', 'malu', 'banget', 'sihh', 'coba', 'statement', 'minta', 'maaf', 'trus', 'abis', 'rest', 'tp', 'moga', 'blunder', 'liat', 'tweet', 'suka', 'blunder']"
6368,contact kita bisa dinamain siapa aja  ngeri juga,Fear,"['contact', 'dinamain', 'ngeri']"
5020,gak jadi sedih,Neutral,['sedih']
5595,kalau lingkungannya ga sehat pindah rumah oke bgt  tpi kadang sedih buat ninggalin rumah lama  karena kan kenangannya banyak,Sad,"['lingkung', 'sehat', 'pindah', 'rumah', 'oke', 'bgt', 'tpi', 'kadang', 'sedih', 'ninggalin', 'rumah', 'kenang']"
670,bukan emosian mba tapi bikin emosi,Anger,"['emosi', 'mba', 'emosi']"
1394,mun ujar jhon tralala  semangat cantik ,Joy,"['mun', 'jhon', 'tralala', 'semangat', 'cantik']"
444,dit  gue bodoh  ranking       jadi menurut lo  apa gue paham arti md itu sendiri selain mercedes benz ,Anger,"['dit', 'gue', 'bodoh', 'ranking', 'lo', 'gue', 'paham', 'arti', 'md', 'mercedes', 'benz']"
4933,sepi dehh,Neutral,"['sepi', 'dehh']"
673,srs benci giler dgn org yg tak sabar n tak hormat cuti org ,Anger,"['srs', 'benci', 'giler', 'org', 'sabar', 'hormat', 'cuti', 'org']"
4504,tanpa baju kita malu tanpa media sosial kita bosan tanpa orangtua kita takkan ada di dunia ini tanpa allah we re nothing ,Neutral,"['baju', 'malu', 'media', 'sosial', 'bosan', 'orangtua', 'tak', 'dunia', 'allah', 'we', 're', 'nothing']"
3086,seriously it happened again  aku tau kalo suka sama orang dengan tipe itu ga boleh  tapi suka banget  sering denial  ga ga ini pasti salah  semua ini salah  ga bisa dan gaboleh aku lanjutin  tapi aku ga punya pelarian lain  tapi seriuss it s too sweet  akkkk  why it happened,Love,"['seriously', 'it', 'happened', 'again', 'suka', 'orang', 'tipe', 'suka', 'banget', 'denial', 'salah', 'salah', 'gaboleh', 'lanjutin', 'lari', 'seriuss', 'it', 's', 'too', 'sweet', 'akkkk', 'why', 'it', 'happened']"
6247,aah i baru baca data  dah terbiasa tengok kes tinggi je  jadi takut,Fear,"['aah', 'i', 'baca', 'data', 'dah', 'biasa', 'tengok', 'kes', 'je', 'takut']"
4808,ya karena aku gk suka cinta cintaan,Neutral,"['gk', 'suka', 'cinta', 'cinta']"
1870,d day aku bener  berdoa yang terbaik buat kamu  semoga bisa sehat  dan bahagia selalu  diberi kelancaran dalam setiap hal yang dilakukan  makasih banget udah terlahir jadi jungmo  yang senyumnya selalu berhasil bikin aku mesem mesem   part   ,Joy,"['day', 'bener', 'doa', 'baik', 'moga', 'sehat', 'bahagia', 'lancar', 'makasih', 'banget', 'udah', 'lahir', 'jungmo', 'senyum', 'hasil', 'mesem', 'mesem', 'part']"
1291,gue dicegat sama diaa firasat gue udh nggak enak nih sumpah  dia bilang  za  gue kangen sama lu  gue kaget dong anjritt  gue diem kek org bego sumpah trs dia langsung pergi gitu ajaa ninggalin gue yg lagi cengo ,Joy,"['gue', 'cegat', 'diaa', 'firasat', 'gue', 'udh', 'nggak', 'enak', 'sumpah', 'za', 'gue', 'kangen', 'gue', 'kaget', 'anjritt', 'gue', 'diem', 'org', 'bego', 'sumpah', 'trs', 'langsung', 'pergi', 'gitu', 'ajaa', 'ninggalin', 'gue', 'cengo']"
3790,keluarga gregory diberkati dengan anak yang luar biasa  samidare  adalah anak yang cepat tanggap dalam pelajaran sihir  membuat kedua orang tuanya berharap terlalu besar agar anaknya kelak akan menjadi penyihir hebat ,Neutral,"['keluarga', 'gregory', 'kati', 'anak', 'samidare', 'anak', 'cepat', 'tanggap', 'ajar', 'sihir', 'orang', 'tua', 'harap', 'anak', 'kelak', 'sihir', 'hebat']"
1833,is astagaa pengen beneh mencok aaaaa sesantap  is asinan enak jua gaknya sabar len masih blm buka puasa masih lama,Joy,"['is', 'astagaa', 'ken', 'beneh', 'mencok', 'aaaaa', 'santap', 'is', 'asin', 'enak', 'jua', 'gaknya', 'sabar', 'len', 'blm', 'buka', 'puasa']"
6411,ini ada yg nungguin ga si  aku lagi sakit trs tbtb kepikiran takut gabisa nyelesein apa yg udh aku mulai jd bakal maksain update dikit dikit ya,Fear,"['nungguin', 'sakit', 'trs', 'tbtb', 'pikir', 'takut', 'gabisa', 'nyelesein', 'udh', 'maksain', 'update', 'dikit', 'dikit']"
373,terpantau balas dendam goro  sumpek ndek dosen sing sak penake dewe,Anger,"['pantau', 'balas', 'dendam', 'goro', 'sumpek', 'ndek', 'dosen', 'sing', 'sak', 'penake', 'dewe']"
2772,somehow pernah sangat ga pede karena kulitku sawo matang alias coklatt  tapi terima kasih beauty industri indonesia yang support kita  jadi salah satu variabel yang bikin ngerasa pede dan suka banget sama warna kulit sendiri,Love,"['somehow', 'pede', 'kulit', 'sawo', 'matang', 'alias', 'coklatt', 'terima', 'kasih', 'beauty', 'industri', 'indonesia', 'support', 'salah', 'variabel', 'ngerasa', 'pede', 'suka', 'banget', 'warna', 'kulit']"
6737,nonton drama sama mama trus ada kiss scene gue panik,Fear,"['nonton', 'drama', 'mama', 'trus', 'kiss', 'scene', 'gue', 'panik']"
654,woy tolong lah mu klo lgi tolol  tololnya kebangetan banget,Anger,"['woy', 'tolong', 'mu', 'lgi', 'tolol', 'tolol', 'banget', 'banget']"
4301,jgan bales dendam yaa,Neutral,"['jgan', 'bales', 'dendam', 'yaa']"
4529,random facts    cinta mati mtk wajib minat kalau kimia cuma suka aja    senang bikin nama panggilan aneh buat teman dekat    mudah mules    temen gue banyak yang sesat  krn gue tp    mau jadi anime ,Neutral,"['random', 'facts', 'cinta', 'mati', 'mtk', 'wajib', 'minat', 'kimia', 'suka', 'senang', 'nama', 'panggil', 'aneh', 'teman', 'mudah', 'mules', 'temen', 'gue', 'sesat', 'gue', 'tp', 'anime']"
2972,suka banget sama toko ijo  beli barang harga ratusan sampe jutaan ongkirnya ttp  k doang,Love,"['suka', 'banget', 'toko', 'ijo', 'beli', 'barang', 'harga', 'ratus', 'sampe', 'juta', 'ongkirnya', 'ttp', 'k', 'doang']"
3693,rencana imbas imbis tok  akhirnya yo bubar lah  wes biasa dikei janji  palsu ki,Neutral,"['rencana', 'imbas', 'imbis', 'yo', 'bubar', 'wes', 'dikei', 'janji', 'palsu', 'ki']"
1020,tai banget weh ini udh r  mbak mas baru ngomong gini skrg napa kaga dr dulu  sebelom event  pc suka disold out in tapi tau  sedekah r  r  komplit ke influencer monmaap kalo jujur an prioritas fans adalah pcnya bukan produknya ya gimana ya,Anger,"['tai', 'banget', 'weh', 'udh', 'r', 'mbak', 'mas', 'ngomong', 'gin', 'skrg', 'kaga', 'dr', 'bom', 'event', 'pc', 'suka', 'disold', 'out', 'in', 'sedekah', 'r', 'r', 'komplit', 'influencer', 'monmaap', 'jujur', 'an', 'prioritas', 'fans', 'pcnya', 'produk', 'gimana']"
5188,pagi  saya udh di sambut tangis bunda,Sad,"['pagi', 'udh', 'sambut', 'tangis', 'bunda']"
5786,kenapa maknae suka kek gini sih   kek semua hyungnya sedih mewek  kebanyakan maknae tetep   padahal asilnya kan juga sedih  tapi kaya gak bisa nangis didepan kamera  terutama maknae big hit sih  tubatu kalian pasti sukses  pasti aku yakin ,Sad,"['maknae', 'suka', 'gin', 'hyungnya', 'sedih', 'mewek', 'banyak', 'maknae', 'tetep', 'asil', 'sedih', 'kaya', 'nang', 'depan', 'kamera', 'maknae', 'big', 'hit', 'tubatu', 'sukses']"
5672,aku sudah dewasa  aku sudah kecewa,Sad,"['dewasa', 'kecewa']"
400,inilah contoh orang  yg belum siap bersosial media ya gini nih udah close minded  racist  bodoh attitude gak ada,Anger,"['contoh', 'orang', 'sosial', 'media', 'gin', 'udah', 'close', 'minded', 'racist', 'bodoh', 'attitude']"
3642,yanng begini biasa laki mokondo,Neutral,"['yanng', 'laki', 'mokondo']"
5922,benerbener sedih pagii yg harusnya bahagiaa karena keluargasuami tp dibuat ancur dijam   pagi gini  salah keluar rumah di pagihari,Sad,"['benerbener', 'sedih', 'pagi', 'bahagiaa', 'keluargasuami', 'tp', 'ancur', 'jam', 'pagi', 'gin', 'salah', 'rumah', 'pagihari']"
2335,kabar bahagia terus dari kemarin  mudah mudahan bisa sehat terus semuaa,Joy,"['kabar', 'bahagia', 'kemarin', 'mudah', 'mudah', 'sehat', 'semuaa']"
627,kelisa tu mmg marah sampai berasap hidung,Anger,"['kelisa', 'tu', 'mmg', 'marah', 'asap', 'hidung']"
1529,masih lemes  ayo lebih semangat,Joy,"['lemes', 'ayo', 'semangat']"
4478,kriteria titit yang enak versi rina  panjang tebal  lurus atau bengkok ke atas  kuat  gampang tegang  lama keluarnya  periode refraktori yang singkat  bisa beberapa rounde ,Neutral,"['kriteria', 'titit', 'enak', 'versi', 'rina', 'tebal', 'lurus', 'bengkok', 'kuat', 'gampang', 'tegang', 'keluar', 'periode', 'refraktor', 'singkat', 'rounde']"
855,tetangga yang gue anggap deket bgt karna baik k bangetan dan royal bgt  eh taunya dpo invest bodong hampir  m  bangke  jadi takut soalnya byk org  dtg trus dm  gue nyari  info malesin anjir,Anger,"['tetangga', 'gue', 'anggap', 'deket', 'bgt', 'karna', 'k', 'banget', 'royal', 'bgt', 'eh', 'tau', 'dpo', 'invest', 'bodong', 'm', 'bangke', 'takut', 'byk', 'org', 'dtg', 'trus', 'dm', 'gue', 'nyari', 'info', 'malesin']"
3945,awalnya pengen nonton  tapi reviewnya gitu  ada yg bilang beberapa scene ga bisa nyampe klimaks jadi ga kerasa problemnya  apa bisa jadi juga karena udh kebal  mati rasa  jadi biasa aja wkwkw,Neutral,"['ken', 'nonton', 'reviewnya', 'gitu', 'scene', 'nyampe', 'klimaks', 'rasa', 'problem', 'udh', 'kebal', 'mati', 'wkwkw']"
4410,hi kak  mohon maaf terkait kendalanya  terima kasih telah menggunakan layanan anteraja ya kak  apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak  terima kasih  wh,Neutral,"['hi', 'kak', 'mohon', 'maaf', 'kait', 'kendala', 'terima', 'kasih', 'layan', 'anteraja', 'kak', 'kendala', 'ragu', 'hubung', 'kak', 'terima', 'kasih', 'wh']"
5104,morning ninyan  awak jangan ikut murung jugak okay ,Neutral,"['morning', 'ninyan', 'awak', 'murung', 'jugak', 'okay']"
1523,semangat dong aeril ,Joy,"['semangat', 'aeril']"
6269,takut gabisa beli sedikit gituu,Fear,"['takut', 'gabisa', 'beli', 'gituu']"
5278,mumpung masih sedih abis baca unspeakable mari kita lanjut  ha biar makin makin sedihnya,Sad,"['mumpung', 'sedih', 'abis', 'baca', 'unspeakable', 'mari', 'ha', 'sedih']"
3211,jika merasa berat melupakan masa lalu  ringankan saja dengan mengingat masa depan bersama orang yang ada disampingmu saat ini ,Neutral,"['berat', 'lupa', 'ringan', 'orang', 'samping']"
3584,hallo   tahukah bahwa terdapat bukti yang menunjukan bahwa sars cov    virus penyebab covid     dilaporkan juga dapat menginfeksi hamster  apa saja sih yang perlu ketahui tentang infeksi sars cov   pada hamster ,Neutral,"['hallo', 'tahu', 'bukti', 'tunjuk', 'sars', 'cov', 'virus', 'sebab', 'covid', 'lapor', 'infeksi', 'hamster', 'tahu', 'infeksi', 'sars', 'cov', 'hamster']"
4521,yaudah aku pulang  babai kawan kawan semoga kalian bersenang senang,Neutral,"['yaudah', 'pulang', 'baba', 'kawan', 'kawan', 'moga', 'senang', 'senang']"
4958,tapi soal kerudung   nggk gw gak bisa  keeudung yang mleyat mleyot  terus kusut sana sini eww no  bisa sih pake kerudung yang rabani  tapi hari jum at   sabtu wajib pakai yang ada logo sekolahnya  daan kalo misal gw siap    menit  tapi kayaknya bakal lebih  terus perjalanan  ,Neutral,"['kerudung', 'nggk', 'gw', 'keeudung', 'mleyat', 'mleyot', 'kusut', 'eww', 'no', 'pake', 'kerudung', 'rabani', 'jum', 'at', 'sabtu', 'wajib', 'pakai', 'logo', 'sekolah', 'daan', 'gw', 'menit', 'kayak', 'jalan']"
1525,halo  siapapun kamu dan dimana pun kamu semangat terus ya  masih ada langit di atas langit  semoga apa yang kamu takutkan ga terjadi ya  dan semoga hal baik yang kamu ingin kan bisa tercapai  klo msh ngerasa bingung cerita kesiapa  maybe kamu bisa mulai cerita ke aku  be happy,Joy,"['halo', 'mana', 'semangat', 'langit', 'langit', 'moga', 'takut', 'moga', 'capai', 'msh', 'ngerasa', 'bingung', 'cerita', 'siapa', 'maybe', 'cerita', 'be', 'happy']"
6776,coy ngeri sekomplek wkwk sehat  mat,Fear,"['coy', 'ngeri', 'sekomplek', 'wkwk', 'sehat', 'mat']"
6143,sempet ketika lo lulus  dan gue masih di kelas    iyaa gue coba bgt buat terpaksa suka sm orang  sampe akhirnya jadian   disakitin  saat itu gue udh lupa sm lo jujur  fokus gue udh ke mantan gue ini  karna yaa udh sayang juga  wkwk jadi gue galauin ni orang lumayan lama lah,Sad,"['sempet', 'lo', 'lulus', 'gue', 'kelas', 'iyaa', 'gue', 'coba', 'bgt', 'paksa', 'suka', 'sm', 'orang', 'sampe', 'jadi', 'disakitin', 'gue', 'udh', 'lupa', 'sm', 'lo', 'jujur', 'fokus', 'gue', 'udh', 'mantan', 'gue', 'karna', 'yaa', 'udh', 'sayang', 'wkwk', 'gue', 'galauin', 'ni', 'orang', 'lumayan']"
3632,biasa nya gitu kalo abis ke lock  bakal balik kok,Neutral,"['gitu', 'abis', 'lock']"
6957,jujur gue juga panik  bikin keinget rasa sakitnya kayak apa selama   minggu   ,Fear,"['jujur', 'gue', 'panik', 'keinget', 'sakit', 'kayak', 'minggu']"
2584,kecantol lah ama suara jae karena suara dia tuh tipe tipe suara yang aku suka dari dulu dan mulai itu aku jadi kepo perform mereka kayak gimana  dan makin jatuh cinta sama jae karena permainan gitar nya dan yang paling bikin aku jadi jatuh cinta ke jae beneran adalah,Love,"['kecantol', 'ama', 'suara', 'jae', 'suara', 'tipe', 'tipe', 'suara', 'suka', 'kepo', 'perform', 'kayak', 'gimana', 'jatuh', 'cinta', 'jae', 'main', 'gitar', 'jatuh', 'cinta', 'jae', 'beneran']"
5926,hah  gue sedih bgt   ,Sad,"['hah', 'gue', 'sedih', 'bgt']"
5496,ajhshs sedih bgt sampe nangis,Sad,"['ajhshs', 'sedih', 'bgt', 'sampe', 'nang']"
4131,kita selalu bisa memilih  bersabar atau marah  bersyukur atau ingkar  bahkan saat situasi itu memang menyakitkan  boleh jadi tetap ada kebaikan disana  dan orang orang yg sabar dan bersyukur akan mengingat hal hal yg baik dibandingkan yg menyakitkan ,Neutral,"['pilih', 'sabar', 'marah', 'syukur', 'ingkar', 'situasi', 'sakit', 'baik', 'sana', 'orang', 'orang', 'sabar', 'syukur', 'banding', 'sakit']"
5005,aku ke cafe  tp cafe yg sepi gitu  kayak starbucks atau roketo kalo di dom aku,Neutral,"['cafe', 'tp', 'cafe', 'sepi', 'gitu', 'kayak', 'starbucks', 'roketo', 'dom']"
2076,gemes kalau liat kamu malu malu  mau saya kekepin seharian ,Joy,"['gemes', 'liat', 'malu', 'malu', 'pin', 'hari']"
6814,alhamdulillah drawnya agak wangi tapi tetep takut,Fear,"['alhamdulillah', 'drawnya', 'wangi', 'tetep', 'takut']"
5400,tapi sedih juga karena yg aku pikir selama ini dia baik  aja ternyata mikir kayak gitu   ,Sad,"['sedih', 'pikir', 'mikir', 'kayak', 'gitu']"
2225,sampe temen temen aku inget aku suka banget sama lagu ini haha,Joy,"['sampe', 'temen', 'temen', 'inget', 'suka', 'banget', 'lagu', 'haha']"
540,anda memang bodoh ,Anger,['bodoh']
5863,pdhal w ga stan secret number  tp kok ikut sedih denger denise keluar,Sad,"['pdhal', 'w', 'stan', 'secret', 'number', 'tp', 'sedih', 'denger', 'denise']"
3787,mungkin lain kali dia bisa menyatakannya secara jelas  walau begini  dia cukup senang  semuanya tenang sampai matanya bertemu dengan mata inupi yang baru saja datang  inupi terlihat marah dan kesal  dari tatapannya saja draken sudah tahu  ia berdehem kecil namun draken ,Neutral,"['kali', 'nyata', 'senang', 'tenang', 'mata', 'temu', 'mata', 'inupi', 'inupi', 'marah', 'kesal', 'tatap', 'draken', 'dehem', 'draken']"
428,no   kaga bener banget menurut gua mah  woii mencegah perzinahan ya lu tahan napsu bego jangan minta poligami  sekate kate banget minta poligami cuma buat muasin nafsu sendiri  jerk  dan no   menurut gua penyampaiannya salah distu seolah olah istri ni cuma alat pemenuh kepuasan,Anger,"['no', 'kaga', 'bener', 'banget', 'gua', 'mah', 'woii', 'cegah', 'perzinahan', 'tahan', 'napsu', 'bego', 'poligami', 'kate', 'kate', 'banget', 'poligami', 'muasin', 'nafsu', 'jerk', 'no', 'gua', 'sampai', 'salah', 'distu', 'olah', 'istri', 'ni', 'alat', 'penuh', 'puas']"
1459,make notion enak juga wkwk tau gitu dari dulu make ini app satu,Joy,"['make', 'notion', 'enak', 'wkwk', 'gitu', 'make', 'app']"
2522,sender  selamat pagii  selene mau ajukan si tristan karena cocok sama kriterianyaa  bisa jadi bro boyfie kamu  suka kasih hugkiss sukaa banget kasih afeksi  he is full of love and very affectionate  penyayang banget bangett dan perhatian  he will take care,Love,"['sender', 'selamat', 'pagi', 'selene', 'aju', 'tristan', 'cocok', 'kriterianyaa', 'bro', 'boyfie', 'suka', 'kasih', 'hugkiss', 'sukaa', 'banget', 'kasih', 'afeksi', 'he', 'is', 'full', 'of', 'love', 'and', 'very', 'affectionate', 'sayang', 'banget', 'bangett', 'perhati', 'he', 'will', 'take', 'care']"
3832,udah biasa ini mah,Neutral,"['udah', 'mah']"
6449,bila takde kerja sangat ni yg aku takut ni  takut tktau nak update apa dsu esok,Fear,"['takde', 'kerja', 'ni', 'takut', 'ni', 'takut', 'tktau', 'nak', 'update', 'dsu', 'esok']"
6497,takut namun berusaha percaya diri,Fear,"['takut', 'usaha', 'percaya']"
406,emang emosi,Anger,"['emang', 'emosi']"
2625,suka banget sama semuanya,Love,"['suka', 'banget']"
2125,nunggu banget nanti malam karena mau lihat konfliknya nunggu banget nanti malem karena mau lihat siapa penulis barunya  biasanya suka muncul tuh di opening,Joy,"['nunggu', 'banget', 'malam', 'lihat', 'konflik', 'nunggu', 'banget', 'malem', 'lihat', 'tulis', 'baru', 'suka', 'muncul', 'opening']"
4189,walau tubuh lelah dan lisan tengah marah tetaplah berdoa  sebab tuhan melihat tengadah kita yang pasrah dan hati yang ikhlas dalam mengharap kepada nya  walau aktivitas kita menggunung  indihome selalu menemani untuk urusan online nya,Neutral,"['tubuh', 'lelah', 'lisan', 'marah', 'tetap', 'doa', 'tuhan', 'tengadah', 'pasrah', 'hati', 'ikhlas', 'harap', 'aktivitas', 'gunung', 'indihome', 'tani', 'urus', 'online']"
2656,terus yg paling aku suka chapter yg best friend to lovers troops   sumpah itu gemesin banget  gimana ada anotasi mcnya huhu  rekomen pol ini buku  ,Love,"['suka', 'chapter', 'best', 'friend', 'to', 'lovers', 'troops', 'sumpah', 'gemesin', 'banget', 'gimana', 'anotasi', 'mcnya', 'huhu', 'rekomen', 'pol', 'buku']"
1386,bismillah hari ini aku sehat  aku bahagia  aku berkelimpahan  aku menarik rezeki dgn mudah  segala urusanku dilancarkan  aku disadarkan dlm setiap ucapan serta tindakan dan aku dipertemukan dengan jodoh dan orang orang yang baik  aamiin yaallah,Joy,"['bismillah', 'sehat', 'bahagia', 'limpah', 'tarik', 'rezeki', 'mudah', 'urus', 'lancar', 'sadar', 'dlm', 'ucap', 'tindak', 'temu', 'jodoh', 'orang', 'orang', 'aamiin', 'yaallah']"
5003,seneng dan sedih di saat yang bersamaan seneng karena di kasih semangat sama abang tapi juga sedih  karena jadi inget sama autumn abang hobi,Neutral,"['neng', 'sedih', 'sama', 'neng', 'kasih', 'semangat', 'abang', 'sedih', 'inget', 'autumn', 'abang', 'hobi']"
597,keluarga besar aku  jgn risau sbb korg termakan hasutan puki lahanat adik beradik aku kecuali bapak si murni  kau hina si syahirah ni gile makan gelojoh hitam buruk  anak kau pon gile lah bodoh lagi teruk dari syahirah anak aku lyn baik je anak kau siall    ayah suratman,Anger,"['keluarga', 'risau', 'sbb', 'korg', 'makan', 'hasut', 'puki', 'lahanat', 'adik', 'adik', 'kecuali', 'murni', 'kau', 'hina', 'syahirah', 'ni', 'gile', 'makan', 'gelojoh', 'hitam', 'buruk', 'anak', 'kau', 'pon', 'gile', 'bodoh', 'teruk', 'syahirah', 'anak', 'lyn', 'je', 'anak', 'kau', 'siall', 'ayah', 'suratman']"
7000,gatau  tapi aneh banget kok orang orang banyak yang suka sama dia ,Fear,"['gatau', 'aneh', 'banget', 'orang', 'orang', 'suka']"
5432,bangun tidur denger dua kabar ga enakin tuh sedih bgt ,Sad,"['bangun', 'tidur', 'denger', 'kabar', 'enakin', 'sedih', 'bgt']"
1091,lah anjir kalo udah biasa manggil adik mah adik aja kali  gajelas lu anjir  emang lu aja aneh masih cari pembelaan,Anger,"['udah', 'manggil', 'adik', 'mah', 'adik', 'kali', 'gajelas', 'emang', 'aneh', 'cari', 'bela']"
4419,introvert juga tidak sama dengan pemalu atau takut dengan sosialisasi  introvert sama aja kayak org pada umumnya  sosialisasi itu tidak sulit bagi mereka cuman sosialisasi itu menguras energy ,Neutral,"['introvert', 'malu', 'takut', 'sosialisasi', 'introvert', 'kayak', 'org', 'sosialisasi', 'sulit', 'cuman', 'sosialisasi', 'uras', 'energy']"
2642,suka banget warnanya,Love,"['suka', 'banget', 'warna']"
3519,makan mangga  normal nya kalau sudah mateng  gak perlu ditambahkan apa  juga sudah enak kalau masih pencit  mangga belum mateng   harus ditambah yg gula merah lah  yg garam lah  yg asem jawa lah  yg cabe lah   dlsb  kebanyakan tambahnya  karena makan yg blm mateng,Neutral,"['makan', 'mangga', 'normal', 'mateng', 'enak', 'cit', 'mangga', 'mateng', 'tambah', 'gula', 'merah', 'garam', 'asem', 'jawa', 'cabe', 'dlsb', 'banyak', 'makan', 'blm', 'mateng']"
4619,kata temenku enak  tpi aiu belum pernah nyoba,Neutral,"['temenku', 'enak', 'tpi', 'aiu', 'nyoba']"
576,gua mau nyemangatin org   tp gua sendiri lg ga semangat  aduh keenan knp bodoh bgt si  haloo moots  tetep semangat yaa  luv u ,Anger,"['gua', 'nyemangatin', 'org', 'tp', 'gua', 'semangat', 'aduh', 'keenan', 'knp', 'bodoh', 'bgt', 'haloo', 'moots', 'tetep', 'semangat', 'yaa', 'luv']"
3340,iya hehe tapi jatuhnya kadang malah ngeganggu waktu tidurku sendiri krn dikit  bangun trs tidur lagi oh iyaya ada itu bener sih  kalo ga bangun bakal dibangunin aampe bangun ohh oke untung saja,Neutral,"['iya', 'jatuh', 'kadang', 'ngeganggu', 'tidur', 'dikit', 'bangun', 'trs', 'tidur', 'oh', 'iyaya', 'bener', 'bangun', 'dibangunin', 'aampe', 'bangun', 'ohh', 'oke', 'untung']"
6331,takut  gt  ngantuk  ,Fear,"['takut', 'gt', 'ngantuk']"
4243,     tetep bodoh  ,Neutral,"['tetep', 'bodoh']"
3027,udah dong   paling suka dan favorit banget tuh  some night  terus yg kedua  siren  duh  unnie cantik banget  highlight lagunya enak   aah  makin gasabar  cold as hell  itu juga keren abis   proud of you  unnie ,Love,"['udah', 'suka', 'favorit', 'banget', 'some', 'night', 'siren', 'duh', 'unnie', 'cantik', 'banget', 'highlight', 'lagu', 'enak', 'aah', 'gasabar', 'cold', 'as', 'hell', 'keren', 'abis', 'proud', 'of', 'you', 'unnie']"
4360,yah smsm ayok    yaudah siapa takut,Neutral,"['smsm', 'ayok', 'yaudah', 'takut']"
4264,merasa pintar  bodoh saja tak punya,Neutral,"['pintar', 'bodoh']"
1654,demi apapun ini enak bgt fess,Joy,"['apa', 'enak', 'bgt', 'fess']"
6982,mampus pelatih dance gue pasti marah bnyk yg izin,Fear,"['mampus', 'latih', 'dance', 'gue', 'marah', 'bnyk', 'izin']"
1884,kemarin beli hibiscus berry yakult enak nder segerr,Joy,"['kemarin', 'beli', 'hibiscus', 'berry', 'yakult', 'enak', 'nder', 'segerr']"
2139,ini ibuku banget  beliau suka heran kok anaknya bisa beli barang  kpop terus masih bisa beli baju dll  sampe ngira aku jual narkoboy terus tak jelasin aku selama ini suka jual macrame baru ibuku lega,Joy,"['ibu', 'banget', 'beliau', 'suka', 'heran', 'anak', 'beli', 'barang', 'kpop', 'beli', 'baju', 'dll', 'sampe', 'ngira', 'jual', 'narkoboy', 'jelasin', 'suka', 'jual', 'macrame', 'ibu', 'lega']"
